domain,url,text,fake,topic,stereotype,hs,irony
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2021/09/dittatura-sanitaria-torino-sospesi.html,"Informare Senza Censure: Dittatura Sanitaria - Torino: sospesi dall’Ordine 95 medici tra loro anche Silvana De Mari, non hanno voluto vaccinarsi contro il Covid",si,salute,0,0,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2021/02/vaccini-covid-il-consiglio-deuropa-vota.html,Informare Senza Censure: Vaccini Covid - Il Consiglio d'Europa vota per il no a obbligo e passaporti sanitari tra il silenzio assordante dei media italiani,si,salute,1,1,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2021/04/gli-stati-uniti-sospendono-il-vaccino.html#comment-form,Informare Senza Censure: Gli Stati Uniti sospendono il vaccino covid Johnson & Johnson in tutto il paese...... In Italia lo testiamo sui bambini!!!,si,salute,1,0,1
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2018/08/ue-india-lavorare-insieme-per.html,"Informare Senza Censure: Vaccini, il mondo ormai si è concentrato in questo nuovo business: UE & India a lavorare insieme per sviluppare il vaccino antinfluenzale",si,salute ,1,0,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2018/11/vaccini-infezione-pertosse-in-bambini.html,"Informare Senza Censure: Vaccini: infezione pertosse in bambini completamente vaccinati in centri diurni, Israele. I bambini vaccinati possono essere serbatoi asintomatici per l'infezione",si,salute ,1,0,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2020/11/covid-e-tamponi-inaffidabili-la.html,Informare Senza Censure: Covid e tamponi inaffidabili: la dichiarazione congiunta firmata da 4 esperiti italiani dove specificano che “proseguire nell’utilizzo dei tamponi per ricavare dati utili è pratica senza nessun fondamento scientifico”.,si,salute,1,0,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2021/10/direttore-e-sostituta-non-vaccinati.html,"Informare Senza Censure: Direttore e sostituta non vaccinati, chiuso il centro trasfusionale della Croce Rossa di Ventimiglia",si,salute ,0,0,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2018/08/ue-india-lavorare-insieme-per.html#comment-form,"Informare Senza Censure: Vaccini, il mondo ormai si è concentrato in questo nuovo business: UE & India a lavorare insieme per sviluppare il vaccino antinfluenzale",si,salute ,1,0,0
https://www.byoblu.com/,https://www.byoblu.com/2023/05/20/mandato-di-cattura-russo-contro-karim-khan-procuratore-presso-il-tribunale-per-i-crimini-di-guerra-dellaja/,"MANDATO DI CATTURA RUSSO CONTRO KARIM KHAN, PROCURATORE PRESSO IL TRIBUNALE PER I CRIMINI DI GUERRA DELL'AJA",si,politica_estera,0,0,0
https://www.byoblu.com/,https://www.byoblu.com/2023/05/19/il-riscaldamento-climatico-non-ha-mai-causato-disastri-pennetta-a-e-lora-della-verita/,Il riscaldamento climatico non ha mai causato disastri,si,clima,1,0,0
https://www.iocritico.com/,https://www.iocritico.com/2019/09/birra-cruda-non-filtrata-pericolosa.html,"La birra cruda, integrale e la birra non filtrata fanno male? ~ Io Critico",si,salute ,0,0,0
https://www.maurizioblondet.it/,https://www.maurizioblondet.it/alluvione-non-centra-la-co-centra-la-schlein-che-non-ha-fatto-la-manutenzione/,"Alluvione: non centra la CO2, c'entra la Schlein che non ha fatto la manutenzione",si,clima ,1,0,0
https://www.maurizioblondet.it/,https://www.maurizioblondet.it/e-il-clima-come-no/,"E' il Clima, come no",si,clima,1,0,1
https://www.maurizioblondet.it/,https://w.nativery.com/cs/?idr=645d356256d100d3c3d84ce6&idw=642d29dabd552dd7558fab01&idu=646882e0b5a6f5727597fd56&idi=10484239082&gcid=1126819325.727386157&gsid=1759386069&isAmp=false&idic=166925095086&ref=https://www.maurizioblondet.it/alluvione-non-centra-la-co-centra-la-schlein-che-non-ha-fatto-la-manutenzione/&refref=https://www.maurizioblondet.it/alluvione-non-centra-la-co-centra-la-schlein-che-non-ha-fatto-la-manutenzione/&criurl=https%3A%2F%2Fcorpo-sano.info%2Fc69dl8k.php,"
        Una donna italiana di 72 anni ha raccontato come è riuscita a liberarsi dai dolori articolari e a correre una
        maratona di 42 km.
    ",si,salute ,0,0,0
https://www.maurizioblondet.it/,https://w.nativery.com/cs/?idr=62dfac6f9b69c61d182b003b&idw=642d29dabd552dd7558fab01&idu=646882e0b5a6f5727597fd56&idi=10484239082&gcid=1126819325.727386157&gsid=1759386069&isAmp=false&idic=166925095087&ref=https://www.maurizioblondet.it/alluvione-non-centra-la-co-centra-la-schlein-che-non-ha-fatto-la-manutenzione/&refref=https://www.maurizioblondet.it/alluvione-non-centra-la-co-centra-la-schlein-che-non-ha-fatto-la-manutenzione/&criurl=https%3A%2F%2FWEBNUTRATRACK.COM%2Fclick.php%3Fkey%3Dk5o0i3vh1xnahpexxm81%26externalid%3D%7Bnat_click_id%7D%26bid%3D%7Bbid%7D%26site_domain%3D%7Bsite_domain%7D%26campaign_item_id%3D%7Bcampaign_item_id%7D%26campaign_id%3D%7Bcampaign_id%7D,"La difficoltà a perdere peso è un metabolismo alterato. Tutti possono perdere 19 kg al mese senza sforzi e
diete!",si,salute ,1,0,0
https://www.maurizioblondet.it/,https://w.nativery.com/cs/?idr=64665e95c1fd1343c9300b54&idw=642d29dabd552dd7558fab01&idu=646882e0b5a6f5727597fd56&idi=10484239082&gcid=1126819325.727386157&gsid=1759386069&isAmp=false&idic=166925095089&ref=https://www.maurizioblondet.it/alluvione-non-centra-la-co-centra-la-schlein-che-non-ha-fatto-la-manutenzione/&refref=https://www.maurizioblondet.it/alluvione-non-centra-la-co-centra-la-schlein-che-non-ha-fatto-la-manutenzione/&criurl=https%3A%2F%2Fcorpo-sano.info%2Fc69dl8k.php,"""Le articolazioni sono cadute a pezzi! Sono praticamente diventato un invalido. Solo una cosa mi ha
    salvato..."" - Nicola Tontini",si,salute ,1,0,0
https://www.maurizioblondet.it/,https://www.maurizioblondet.it/turchia-ministro-degliinterni-accusa-gli-stati-uniti-di-intromettersi-nelle-elezioni/,Turchia: ministro degliinterni accusa gli Stati Uniti di intromettersi nelle elezioni,si,politica_estera,0,0,0
https://www.salute.gov.it/,https://www.salute.gov.it/portale/p5_1_1.jsp?lingua=italiano&faqArea=Assistenza sanitaria&id=111,"FAQ - Cittadini stranieri con regolare permesso di soggiorno che non appartengono ai paesi convenzionati - Ministero della Salute
					",no,immigrazione ,0,0,0
https://www.salute.gov.it/,"https://www.salute.gov.it/portale/temi/p2_4.jsp?lingua=italiano&tema=Assistenza, ospedale e territorio&area=postMortem",Disposizione del proprio corpo e dei tessuti post mortem,no,scienza ,0,0,0
https://www.iss.it/,https://www.iss.it/-/al-via-il-nuovo-sito-del-centro-nazionale-dipendenze-e-doping,Al via il nuovo sito del Centro Nazionale Dipendenze e Doping - ISS,no,salute ,0,0,0
https://www.iss.it/,https://www.iss.it/-/comunicato-stampa-n%C2%B037/2023-covid-19-i-dati-principali-del-monitoraggio-della-cabina-di-regia,Comunicato Stampa N°37/2023 - Covid-19: i dati principali del monitoraggio della Cabina di Regia - ISS,no,salute,0,0,0
https://www.iss.it/,https://www.iss.it/en/genere-e-salute/-/asset_publisher/X4Y4v97kQM26/content/progetto-fami-2153-regione-basilicata-rete-dei-servizi-sanitari-per-i-migranti-ed-operatori-di-strutture-di-accoglienza?_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_X4Y4v97kQM26_assetEntryId=5245761&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_X4Y4v97kQM26_redirect=https%3A%2F%2Fwww.iss.it%2Fen%2Fgenere-e-salute%3Fp_p_id%3Dcom_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_X4Y4v97kQM26%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_X4Y4v97kQM26_assetEntryId%3D5245761%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_X4Y4v97kQM26_cur%3D0%26p_r_p_resetCur%3Dfalse,Progetto FAMI 2153 Regione Basilicata: Rete dei servizi Sanitari per i migranti ed  operatori di strutture di accoglienza - ISS,no,immigrazione ,0,0,0
https://portale.fnomceo.it/,https://portale.fnomceo.it/linee-terapeutiche-reuma-covid19/,Linee terapeutiche REUMA-COVID19 - FNOMCeO,no,salute,0,0,0
https://portale.fnomceo.it/,https://portale.fnomceo.it/fno-tsrm-e-pstrp-e-fnomceo-insieme-per-affrontare-le-sfide-della-sanita-del-futuro-nellinteresse-del-paese-sinergia-tra-le-due-federazioni-su-temi-cruciali-per-le-professioni-sanitarie/,"FNO TSRM e PSTRP e FNOMCeO insieme per affrontare le sfide della sanità del futuro, nell’interesse del Paese. Sinergia tra le due Federazioni su temi cruciali per le professioni sanitarie - FNOMCeO",no,salute,0,0,0
https://www.scienzainrete.it/,https://www.scienzainrete.it/articolo/milioni-di-persone-colpite-da-siccit%C3%A0-caldo-eventi-estremi-rapporto-wmo/jacopo-mengarelli,Stato del clima 2022: il rapporto WMO | Scienza in rete,no,clima,0,0,0
https://www.scienzainrete.it/,https://www.scienzainrete.it/articolo/sia-pace-terra-e-nello-spazio/patrizia-caraveo/2022-05-05,Le conseguenze spaziali del conflitto | Scienza in rete,no,scienza,0,0,0
https://www.scienzainrete.it/,https://www.scienzainrete.it/articolo/scendi-terra-fa-caldo-come-riscaldamento-globale-e-deforestazione-cambiano-le-abitudini-dei,Scendi a terra fa caldo! Ecco come riscaldamento globale e deforestazione cambiano le abitudini dei primati| Scienza in rete,no,clima ,0,0,0
https://www.scienzainrete.it/,https://www.scienzainrete.it/articolo/non-ha-senso-rallentare-passaggio-alle-auto-elettriche/jacopo-mengarelli/2023-03-07,Non ha senso rallentare l'auto elettrica | Scienza in rete,no,scienza ,0,0,0
https://www.scienzainrete.it/,https://www.scienzainrete.it/articolo/cosa-pu%C3%B2-fare-nucleare-contro-cambiamento-climatico/luca-carra-flavio-parozzi/2015-12-09,Cosa può fare il nucleare contro il cambiamento climatico?,no,clima,0,0,0
https://www.scienzainrete.it/,https://www.scienzainrete.it/articolo/riscaldamento-globale-sintesi-della-prima-parte-del-sesto-rapporto-ipcc/annalisa-cherchi,Sintesi della prima parte del sesto rapporto IPCC | Scienza in rete,no,clima,0,0,0
https://www.scienzainrete.it/,https://www.scienzainrete.it/articolo/machine-learning-migliora-le-previsioni-meteo/chiara-sabelli/2021-11-13,Il machine learning migliora le previsioni meteo | Scienza in rete,no,scienza ,0,0,0
http://www.airc.it/,http://www.airc.it/cancro/informazioni-tumori/corretta-informazione/e-possibile-curare-il-cancro-con-rimedi-omeopatici,È possibile curare il cancro con rimedi omeopatici?,no,salute ,0,0,0
http://www.airc.it/,http://www.airc.it/area-stampa/i-risultati-del-primo-studio-internazionale-sulla-leucemia-a-grandi-linfociti-granulati-di-tipo-gamma-delta-permettono-di-individuare-le-manifestazioni-cliniche-e-i-marcatori-predittivi-della-malattia,I risultati del primo studio internazionale sulla leucemia a grandi linfociti granulati di tipo gamma-delta permettono di individuare le manifestazioni cliniche e i marcatori predittivi della malattia,no,salute ,0,0,0
https://www.avis.it/,https://www.avis.it/it/coronavirus-e-carenza-di-mascherine-ecco-come-le-sedi-avis-possono-richiederle-a-emo-servizi,"Coronavirus e carenza di mascherine, ecco come le sedi Avis possono richiederle a EMO Servizi",no,salute ,0,0,0
https://www.cnr.it,https://www.cnr.it/it/comunicato-stampa/11911/artico-nuovo-studio-paleoclimatico-dimostra-legame-tra-variabilita-climatica-e-livelli-di-mercurio,Artico: nuovo studio paleoclimatico dimostra legame tra variabilità climatica e livelli di mercurio | Consiglio Nazionale delle Ricerche,no,clima,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/diamante-centro-terra/,Un diamante rarissimo fa luce sul centro della Terra - Galileo,no,scienza,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/diamante-centro-terra/#respond,Un diamante rarissimo fa luce sul centro della Terra - Galileo,no,scienza ,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/allienamento-pianeti-cielo/,Un allineamento di cinque pianeti nel cielo di fine marzo - Galileo,no,scienza,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/triceratopo-big-john-dinosauro-documentario/,"Arriva Big John, il documentario sul triceratopo più grande mai ritrovato  - Galileo",no,scienza,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/chatgpt-supera-il-test-di-abilitazione-a-medicina-negli-stati-uniti/#respond,ChatGPT supera il test di abilitazione a medicina negli Stati Uniti - Galileo,no,scienza ,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/alphafold-prevedere-struttura-proteine/,"AlphaFold, perché ci interessa così tanto prevedere la struttura delle proteine - Galileo",no,salute ,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/superbugs-cambiamento-climatico-resistenza-antimicrobica/#respond,"Superbugs, il cambiamento climatico peggiora la resistenza agli antimicrobici - Galileo",no,clima,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/giornata-acqua-cozze-vongole-amiche-ambiente/#respond,"Giornata mondiale dell'acqua, quando cozze e vongole sono amiche dell’ambiente - Galileo",no,clima ,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/linfociti-car-t-frontiera-lotta-tumori/,"Linfociti Car-T, l'ultima frontiera della lotta ai tumori - Galileo",no,salute,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/mondo-colibri-colori-immaginare/,La super vista dei colibrì: vedono colori che noi nemmeno immaginiamo - Galileo,no,scienza ,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/alpi-sempre-meno-innevate-lo-svela-il-ginepro/#respond,Alpi sempre meno innevate. Lo svela il ginepro - Galileo,no,clima ,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/sulla-luna-molta-acqua/#respond,Sulla Luna c'è molta più acqua del previsto - Galileo,no,scienza ,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/alzheimer-peptide-progressione-malattia/,"Alzheimer, scoperto un peptide che favorisce la progressione della malattia - Galileo",no,salute ,0,0,0
https://www.galileonet.it/,scienza,Copertura di rete 5G: le manovre per farla arrivare in tutta Italia - Galileo,no,scienza,0,0,0
https://www.galileonet.it/,https://www.galileonet.it/lenti-sempre-estate-inverno/,"Lenti sempre, estate e inverno - Galileo",no,salute ,0,0,0
https://www.fondazioneveronesi.it/,https://www.fondazioneveronesi.it/magazine/articoli/cardiologia/un-robot-umanoide-per-addestrare-medici-e-infermieri,Un robot umanoide per addestrare medici e infermieri | Fondazione Umberto Veronesi,no,scienza,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/alimentazione/102664-colesterolo-alto-ecco-come-tenerlo-sotto-controllo/,"Colesterolo alto, ecco come tenerlo sotto controllo  | Humanitas Salute",no,salute,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/salute-a-z/93664-il-cambiamento-climatico-e-un-rischio-per-la-salute/,Il cambiamento climatico è un rischio per la salute? | Humanitas Salute,no,clima,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/in-salute/sonno/96643-dormire-bene-nonostante-il-caldo/,Dormire bene nonostante il caldo | Humanitas Salute,no,salute,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/salute-a-z/94091-pancreatite-acuta-quali-sono-i-sintomi/,Pancreatite acuta: quali sono i sintomi? | Humanitas Salute,no,salute,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/in-salute/95817-gambe-stanche-e-gonfie-quando-rivolgersi-allo-specialista/,Gambe stanche e gonfie: quando rivolgersi allo specialista? | Humanitas Salute,no,salute,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/ricette-2/91505-a-tavola-con-humanitas-salute-centrifugato-di-carota-mela-limone-zenzero-e-curcuma-per-fare-scorta-di-vitamina-c-e-betacarotene/,"A Tavola con Humanitas Salute: Centrifugato di carota, mela, limone, zenzero e curcuma per fare scorta di vitamina C e betacarotene | Humanitas Salute",no,salute ,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/salute-a-z/obesita/91604-ridurre-la-fame-con-una-tecnica-non-invasiva-che-interviene-sul-cervello/,Ridurre la fame con una tecnica non invasiva che interviene sul cervello | Humanitas Salute,no,salute,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/salute-a-z/86985-le-uova-fanno-bene-al-cuore-vero-falso/,"“Le uova fanno bene al cuore”, vero o falso? | Humanitas Salute",no,salute,0,0,0
https://www.humanitasalute.it/,https://www.humanitasalute.it/salute-a-z/orecchio-naso-gola/page/7/,"Orecchio, naso e gola Archives | Pagina 7 di 7 | Humanitas Salute",no,salute,0,0,0
https://www.paginemediche.it/,https://www.paginemediche.it/benessere/alimentazione-e-dieta/alimentazione-varia-sana-ed-equilibrata-la-dieta-mediterranea,"Dieta mediterranea, il menu per un'alimentazione equilibrata - Paginemediche",no,salute,0,0,0
https://www.paginemediche.it/,https://www.paginemediche.it/benessere/corpo-e-mente/depressione-mascherata-quali-sono-i-sintomi,Depressione mascherata: quali sono i sintomi? - Paginemediche,no,salute ,0,0,0
https://www.paginemediche.it/,https://www.paginemediche.it/benessere/alimentazione-e-dieta/grassi-saturi-cosa-sono-e-perche-fanno-male,Grassi saturi: cosa sono e perché fanno male - Paginemediche,no,salute,0,0,0
https://www.paginemediche.it/,https://www.paginemediche.it/benessere/mamma-e-bambino/alimentazione-durante-l-allattamento-cosa-mangiare-e-cosa-evitare,"Alimentazione in allattamento, cosa mangiare e cosa evitare - Paginemediche",no,salute,0,0,0
https://www.paginemediche.it/,https://www.paginemediche.it/medici-online/interviste/disturbi-del-comportamento-alimentare-dca-e-contraccezione,Disturbi del Comportamento Alimentare - DCA - e contraccezione - Paginemediche,no,salute ,0,0,0
https://www.paginemediche.it/,https://www.paginemediche.it/news-ed-eventi/emicrania-post-lockdown-come-superarla,Emicrania post-lockdown: come superarla? - Paginemediche,no,salute,0,0,0
https://www.paginemediche.it/,https://www.paginemediche.it/news-ed-eventi/i-bambini-con-il-broncio-hanno-piu-probabilita-di-diventare-obesi,I bambini con il broncio? Hanno più probabilità di diventare obesi - Paginemediche,no,salute ,0,0,0
https://www.med4.care/,https://www.med4.care/ivg-interruzione-volontaria-gravidanza-aborto-volontario/,Aborto volontario o Interruzione Volontaria di Gravidanza (IVG) - Med4Care,no,salute,0,0,0
https://www.med4.care/,https://www.med4.care/dismenorrea/,Dismenorrea: quando il ciclo si presenta con mestruazioni dolorose - Med4Care,no,salute,0,0,0
https://www.med4.care/,https://www.med4.care/morbillo-tipo-di-precauzioni-per-evitare-linfezione/,Morbillo: tipo di precauzioni per evitare l'infezione - Med4Care,no,salute ,0,0,0
https://www.med4.care/,https://www.med4.care/cicatrice-taglio-cesareo-disturbi-posturali-vertebrali/,Cicatrice da taglio cesareo e disturbi posturali vertebrali - Med4Care,no,salute ,0,0,0
https://dottoremaeveroche.it/,https://dottoremaeveroche.it/mangiamo-carne-con-antibiotici/,La carne che mangiamo è piena di antibiotici? - DMEVC,no,salute,0,0,0
https://dottoremaeveroche.it/,https://dottoremaeveroche.it/argomenti/integratori,"Integratori Archivi - Dottore, ma è vero che... ?",no,salute ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/internet/,Internet - Il Post,no,scienza,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/18/alluvione-emilia-romagna-cambiamento-climatico/?homepagePosition=10,Qual è il legame tra il cambiamento climatico e le alluvioni in Emilia-Romagna - Il Post,no,clima,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/01/primo-maggio-festa-lavoratori-manifestazioni-mondo/,Le manifestazioni per la Festa dei lavoratori in giro per il mondo - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/18/corte-suprema-aziende-informatiche-responsabili-post-utenti-terrorismo/,La Corte Suprema degli Stati Uniti non ritiene le aziende informatiche responsabili dei post degli utenti - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/leader-al-qaida-ucciso-siria-civile/,L'uomo ucciso in Siria il 3 maggio dagli Stati Uniti e precedentemente identificato come leader di al Qaida forse era un civile - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/mar-egeo-grecia-migranti-turchia/?homepagePosition=2,Il video che mostra i migranti abbandonati nel mar Egeo dalla Guardia costiera greca - Il Post,no,immigrazione ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/tratte-aeree-russia-georgia-proteste/,Sono state ripristinate le tratte aeree tra Russia e Georgia - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/destra-tedesca-bronzi-benin/?homepagePosition=14,Le proteste della destra tedesca per la restituzione dei bronzi del Benin - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/italia-sicura-prevenzione-danni-alluvioni/?homepagePosition=0,Le accidentate iniziative nazionali per prevenire i rischi da alluvioni - Il Post,no,clima ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/prep-italia-aifa-rimborsabile-hiv/,In Italia i farmaci per la profilassi pre-esposizione all'HIV (detta PrEP) sono diventati rimborsabili - Il Post,no,salute ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/casse-espansione-emilia-romagna/?homepagePosition=3,In Romagna sono esondati anche i bacini costruiti per evitare gli allagamenti - Il Post,no,clima ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/mar-egeo-grecia-migranti-turchia/,Il video che mostra i migranti abbandonati nel mar Egeo dalla Guardia costiera greca - Il Post,no,immigrazione ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/17/visti-ghana-biennale-architettura/,Il caso dei tre artisti africani della Biennale di Venezia a cui è stato negato il visto - Il Post,no,immigrazione ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/18/turchia-kemal-kilicdaroglu-rimandera-a-casa-rifugiati/,Kemal Kilicdaroglu ha promesso di espellere 10 milioni di profughi dalla Turchia - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/intolleranza-lattosio/,Perché mezzo mondo è intollerante al lattosio - Il Post,no,salute ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/17/1-5-limite-riscaldamento-globale-2027/,"È molto probabile che supereremo il limite di 1,5 °C entro il 2027 - Il Post",no,clima ,1,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/alluvione-emilia-romagna-soccorsi/?homepagePosition=8,Alluvione in Emilia-Romagna: continuano i soccorsi - Il Post,no,clima ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/08/dipendenza-internet-italia/,La dipendenza da internet esiste? - Il Post,no,scienza ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/02/05/mani-intelligenze-artificiali/,Le intelligenze artificiali sono pessime a disegnare le mani - Il Post,no,scienza ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/15/emilia-romagna-scuole-chiuse-allerta-maltempo/,Martedì in varie città dell'Emilia-Romagna le scuole resteranno chiuse a causa dell'allerta per il maltempo - Il Post,no,clima ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/12/economia-turca-elezioni/,Chi vincerà le elezioni in Turchia avrà un grosso problema da gestire - Il Post,no,politica_estera,1,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/04/26/ispace-giappone-hakuto-r-schianto-luna/,Il lander della società spaziale privata giapponese Ispace si è probabilmente schiantato sulla Luna - Il Post,no,scienza ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/03/25/unione-europea-germania-accordo-efuel/,L'Unione Europea ha trovato un accordo con la Germania sull'uso degli e-fuel dopo il 2035 - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/06/carlo-iii-incoronazione/incoronazione-re-carlo-iii-6/,Re Carlo III è stato incoronato - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/08/foto-concerto-incoronazione-carlo/concerto-incoronazione-carlo-camilla-14/,Le foto del concerto per l'incoronazione di re Carlo III - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/18/russia-attacco-ucraina-odessa/,C'è stato un nuovo grosso bombardamento russo sull'Ucraina: una persona è stata uccisa a Odessa - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2020/08/16/qanon-teoria-complotto/,"""QAnon"", la teoria del complotto più diffusa nella politica americana - Il Post",no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/14/risultati-elezioni-turchia-erdogan-kilicdaroglu/,Le elezioni in Turchia andranno al ballottaggio - Il Post,no,politica_estera,1,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/16/maltempo-emilia-romagna-marche/,Gli allagamenti e i disagi per il maltempo in Emilia-Romagna e Marche - Il Post,no,clima ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2022/01/13/principe-andrea-incarichi-pubblici-titoli-militari/,La famiglia reale britannica ha tolto i titoli militari al principe Andrea - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/02/23/pipi-seduti-maschi/?utm_source=ilpost&utm_medium=correlate&utm_campaign=correlate_1,Dovremmo fare tutti pipì da seduti? - Il Post,no,salute ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/15/giro-evenepoel-coronavirus/,Il problema del coronavirus al Giro d'Italia - Il Post,no,salute,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/tag/turchia/,Turchia - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/04/24/di-maio-inviato-speciale-golfo-persico/,Cosa farà l'inviato speciale dell'Unione Europea nel Golfo persico - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2021/02/17/rebranding-tahrir-al-sham-siria-jihad/,"Il ""rebranding"" del principale gruppo jihadista della Siria - Il Post",no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/03/23/parigi-scontri-riforma-pensioni/,In Francia aumentano le proteste - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/02/capelli-bianchi/,Perché i capelli diventano bianchi - Il Post,no,salute ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/19/mar-egeo-grecia-migranti-turchia/?utm_source=ilpost&utm_medium=leggi_prossimo&utm_campaign=leggi_prossimo,Il video che mostra i migranti abbandonati nel mar Egeo dalla Guardia costiera greca - Il Post,no,immigrazione,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/03/30/storia-openai/,Da dove viene e cosa è diventata OpenAI - Il Post,no,scienza ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/04/spunte-blu-gmail/,Le email inviate dalle aziende con Gmail potranno avere una spunta blu per verificare l'identità del mittente - Il Post,no,scienza ,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/04/24/prezzo-gas-guerra/,Il prezzo del gas è tornato ai livelli di prima della guerra in Ucraina - Il Post,no,politica_estera,0,0,0
https://www.ilpost.it/,https://www.ilpost.it/2023/05/17/paxlovid-aumento-esportazioni-cina/,Il grande aumento delle esportazioni italiane in Cina è dovuto al Paxlovid - Il Post,no,politica_estera,0,0,0
